Origin,flights,avg_arr_delay,pct_delayed
FNT,2184,9.168962350780532,21.886446886446887
PIA,3681,10.355374149659864,21.84189079054605
GRK,1759,10.17292377701934,21.83058555997726
LAS,187582,6.141726383841844,21.744623684575277
ORH,1357,8.056254626202813,21.73913043478261
FSM,1156,7.056228373702422,21.71280276816609
AGS,3936,13.461440570119624,21.697154471544717
AUS,84483,9.236286419284426,21.649325899885184
SEA,161911,5.053077346937512,21.443262039021437
MSY,49448,9.020063636179398,21.434638408024593
LCH,1059,18.004721435316338,21.34088762983947
SBN,6584,8.9695400548279,21.248481166464156
PIE,8085,7.357727611014637,21.175015460729746
RSW,34068,9.255327917108207,21.169425854174005
MFE,4598,12.709712543554007,21.11787733797303
TYR,1060,11.697542533081286,21.037735849056606
CID,7943,11.572618296529969,21.02480171219942
JFK,121055,3.945234743727747,21.00615422741729
ATW,6144,10.712748614281056,20.8984375
PGD,6222,8.266043211867139,20.893603342976537
ROA,2877,11.004524886877828,20.75078206465068
ELM,1000,14.8988988988989,20.7
HSV,8763,8.540574567929495,20.655026817300012
XWA,1941,12.400619514713474,20.556414219474497
RDU,60392,7.564355285645544,20.539144257517552
MOT,2341,9.6340206185567,20.461341307133704
BOS,141409,4.108080707824065,20.331803491998386
HOU,56360,5.4228103227641125,20.32469836763662
ISP,4685,5.182634730538922,20.32017075773746
LIT,12527,8.28501719862411,20.316117186876347
EVV,2081,6.240115718418515,20.27871215761653
SAF,2864,8.879636109167249,20.251396648044693
ECP,8299,8.3742294210081,20.18315459693939
MGM,2588,9.62093023255814,20.17001545595054
RDM,5805,12.868852459016393,20.12058570198105
SJT,1067,10.07029053420806,20.056232427366446
MBS,2179,10.093793103448276,20.009178522257915
DCA,137794,5.559043261291801,20.00377374921985
STL,64892,6.028903608319052,19.905381248844233
HPN,12121,7.186826843413422,19.85809751670654
ATL,338500,6.82433913203144,19.805317577548006
FSD,6943,6.362456747404845,19.775313265159152
MTJ,2829,6.243971631205674,19.618239660657476
BDL,22002,5.913514991342386,19.616398509226435
MLI,4197,8.902963671128107,19.561591613056944
JAX,29749,8.350697486353528,19.516622407475882
CHA,6768,7.660059171597633,19.47399527186761
ORF,20761,7.34375,19.449930157506863
CHO,3131,5.713235294117647,19.38677738741616
RIC,18030,6.749805447470817,19.356627842484748
GRR,17946,5.561234168386989,19.346929677922656
PNS,13197,9.879255319148935,19.345305751307116
CLL,1094,9.781135531135531,19.287020109689216
BNA,98947,5.92740791766279,19.23453970307336
BZN,10121,6.694885011895321,19.1878272897935
DTW,130013,5.584098425105802,19.172698114803904
MSN,11632,8.269538991813873,19.17125171939477
SRQ,15630,8.933465930963685,19.1234804862444
PHX,192373,5.393275585298226,19.093115977813934
LEX,9017,6.055487601467808,19.075080403681934
VPS,9780,9.20266393442623,19.018404907975462
RAP,5171,7.06150562669771,19.00986269580352
MDT,5305,6.986021911598035,19.000942507068803
GRB,4143,7.9601352983812514,18.995896693217475
BTR,4828,8.680515164104694,18.972659486329743
LAW,1049,10.59580552907531,18.970448045757866
LRD,1767,12.064204545454546,18.9586870401811
DSM,15063,8.258279026466285,18.947088893314746
LFT,3188,11.645465994962217,18.946047678795484
BUF,21674,5.508783284023669,18.888991418289194
MSP,125657,4.043018386311969,18.884741797114366
CMI,1364,8.097794117647059,18.841642228739
AEX,1933,12.220093215950286,18.83083290222452
ALB,11888,6.072989621129019,18.817294751009424
XNA,13754,7.278968080454744,18.80907372400756
MSO,4121,7.600437743190661,18.757583110895414
BIS,3938,5.029546612328069,18.740477399695276
LAX,192472,4.359124140841988,18.711293071199968
ACY,2996,1.755950385517935,18.69158878504673
ILM,7928,6.446171341925702,18.66801210898083
BHM,17024,7.251707891637221,18.644266917293233
PSP,13668,5.028609154929577,18.6420836991513
TLH,5993,6.2439024390243905,18.58835307859169
DRO,3789,6.662083553675304,18.580100290314068
FAR,6650,7.363471971066907,18.571428571428573
MRY,4646,9.076591154261058,18.467498923805422
BGR,4481,3.998432601880878,18.45570185226512
CHS,25263,6.810417327832434,18.449906978585283
AMA,5021,5.493410543130991,18.442541326428998
PWM,11422,6.810568820224719,18.438101908597442
OMA,23478,6.1886124034316445,18.434278899395178
MLU,1998,8.404606910365548,18.41841841841842
BUR,30282,4.130450617488329,18.400369856680538
CVG,40693,5.2336987313708585,18.388912097903816
FAT,11707,7.355203426124197,18.3223712308875
SHV,4402,8.738230611780759,18.30985915492958
PVU,2174,9.04983848638671,18.26126954921803
SAV,18845,6.654222505849819,18.217033695940568
CAE,6711,5.625186734389005,18.19400983459991
MYR,15684,4.82871198568873,18.145881152767153
RNO,20736,5.968647342995169,18.132716049382715
LGA,158586,1.555301229197228,18.055187721488654
JAN,6781,6.929658637505542,18.050435039079783
SAT,41127,6.345400506723836,18.04897026284436
ICT,10161,6.229312555478844,18.029721484105895
ROC,11730,5.130765288691493,17.971014492753625
FCA,3808,7.260515247108307,17.962184873949578
MKE,28292,5.004497007896321,17.937932984589285
CLE,40399,3.9670972700900053,17.916285056560806
COS,12514,4.810282694001762,17.83602365350807
BTV,7959,4.508058423570889,17.816308581480087
SDF,23863,5.056365240035281,17.7806646272472
HRL,4263,4.558871915393654,17.733990147783253
SYR,13174,3.1162330746995286,17.72430545012904
GSO,11759,4.4139340771654885,17.680074836295603
BMI,1723,4.794991263832266,17.643644805571675
IAD,52175,3.4140500470511417,17.617632965979876
RST,1403,6.35021398002853,17.60513186029936
TYS,16024,4.627268176698786,17.59860209685472
LNK,1850,7.411285946825828,17.56756756756757
CRP,3805,6.334122599315969,17.503285151116952
GSP,16090,4.096792276549362,17.470478558110628
MEM,22318,5.147887007679525,17.465722735012097
GJT,3933,6.137429882712902,17.416730231375542
PIT,43207,3.671434201070957,17.395329460504087
MCI,49278,4.430146236296703,17.36474694589878
BRO,1924,6.3269130661114,17.35966735966736
MAF,9355,5.901790500696902,17.349011223944416
SNA,43115,4.394184017680586,17.32575669720515
PVD,14678,4.876391449839514,17.318435754189945
SBP,5192,8.363127413127414,17.276579352850536
SLC,112541,3.7770066815144765,17.276370389458066
OKC,22565,4.764311409157526,17.270108575227123
LBB,6097,6.160749506903353,17.1559783500082
MOB,2567,4.964453125,17.140631086871835
IND,47126,3.7256832925662025,17.086109578576583
ABQ,23896,4.291413230420739,16.994476062939405
ELP,17348,5.464620187304891,16.9760202905234
PDX,58829,4.022960313404871,16.974621360213497
OAK,41084,1.9123568120887156,16.82893583876935
FAY,1498,7.491310160427807,16.822429906542055
GFK,1276,2.579153605015674,16.69278996865204
ABI,1742,4.409534750143596,16.647531572904708
GPT,3327,6.701807228915663,16.621581003907423
SMF,54654,3.5389410384276916,16.578841438869983
TUS,18995,4.974957823703079,16.546459594630168
ANC,18266,1.6699247707429576,16.522500821197855
SBA,7383,6.946661237785016,16.497358797236895
BOI,22724,2.9826324605483556,16.405562400985744
OAJ,1776,5.948169014084507,16.385135135135133
EUG,7087,6.349511815480402,16.38210808522647
MHT,5588,3.224555735056543,16.374373657838227
CMH,41791,2.7353138637126553,16.345624656026416
DLH,2210,5.126301493888637,16.289592760180994
FAI,3412,1.553534760926958,16.178194607268466
FLG,1842,9.142546245919478,16.123778501628664
BLI,2527,3.810071371927042,16.106054610209736
TUL,16984,4.050784475639967,16.015073009891662
DAY,7548,2.7542834373754816,15.937996820349762
ABE,4266,3.2024958794443137,15.822784810126583
JNU,4652,0.6765847347994826,15.67067927773001
ONT,25943,2.8362421808633873,15.668966580580504
BIL,4117,3.3932310689067444,15.666747631770706
KTN,2469,-1.2695121951219512,15.633859862292427
PAE,1039,-1.2422178988326849,15.399422521655437
MLB,2770,1.7325370973579444,15.342960288808664
RDD,1480,4.563981042654029,15.337837837837837
IDA,3413,5.647800586510264,15.323762086141224
SJC,50053,1.0895393973348273,15.267816114918187
MFR,4324,5.661574074074074,15.263644773358001
SIT,1397,1.338139870223504,15.175375805297065
GEG,17400,2.0360863309352517,14.798850574712644
LGB,17559,0.4995436394751854,14.619283558289197
GNV,2962,2.5172764227642275,14.584740040513166
SUN,1983,6.023773394031361,14.321734745335352
BFL,2664,1.2623445156426687,14.18918918918919
DAB,2821,2.918650088809947,14.179369018078697
TRI,2226,0.9208277103013945,14.150943396226415
CPR,1758,-2.2403189066059226,13.936291240045506
HLN,1548,7.358160621761658,13.88888888888889
AZA,5842,-0.957611120645272,13.830879835672716
HNL,60960,1.1554898579288824,13.692585301837271
PSC,5208,1.2735667564447866,13.652073732718895
YUM,1716,6.002922267679719,13.228438228438227
LWS,1091,7.253895508707608,12.465627864344638
SGU,3014,0.036889332003988036,12.441937624419376
GTF,2419,1.2838229209764171,12.195121951219512
OGG,26271,-0.809966828077935,12.16931216931217
LIH,15809,-0.9381332320162108,11.689543930672402
KOA,16143,0.21022269090006823,11.583968283466518
ITO,6697,1.4657309242944603,11.184112289084664
