Origin,flights,avg_arr_delay,pct_delayed
RAP,42055,5.536617366412214,16.785162287480677
BUF,189816,3.3248953610505594,16.77045138449867
ACT,13022,4.537261831591887,16.763937951159576
CLE,379970,2.891053826858302,16.75711240361081
TYS,118368,3.948289598589639,16.690321708569883
SDF,177469,4.078924770061693,16.67446145524007
BHM,144698,4.610449199121147,16.645012370592543
BDL,218821,2.2942348930554792,16.640541812714503
MKG,5073,2.613882863340564,16.637098363887244
ALB,101366,2.3933704608627697,16.60517333228104
ROC,102422,3.354895515379197,16.590185702290526
LBE,9240,1.7789815817984833,16.58008658008658
CHA,57628,5.3956768224819145,16.578746442701465
PVD,136167,2.7068651924507185,16.56862529100296
SJT,13300,4.254234736128886,16.563909774436087
BIS,34336,4.726383127884559,16.562791239515377
AMA,43297,5.092382120784241,16.560038801764556
RST,21684,4.002587202587202,16.514480723113817
DSM,124935,4.178684869096509,16.504582382839075
MCW,2200,7.730541647701411,16.5
MDT,45724,4.126518174244749,16.485871752252645
PAE,10000,3.209533366783743,16.470000000000002
FAT,99891,5.569087732685396,16.453934788919923
CMI,14316,2.686488758142467,16.450125733445095
BRW,5919,1.1598374534371825,16.438587599256632
EVV,28114,3.490152704438419,16.41886604538664
SHD,3290,10.544180377818403,16.41337386018237
ALO,4143,3.627536231884058,16.389090031378228
LEX,71082,4.0855092488157005,16.388115134633242
ABQ,203977,3.544434124070552,16.36753163346848
MOB,40321,4.848846756736583,16.36120135909328
GCK,6153,7.113121434392828,16.317243620997886
PSP,114917,3.7348008934492025,16.31525361782852
RDD,11792,5.249341825902335,16.28222523744912
LAN,22008,4.578343949044586,16.23046165030898
LGB,138555,2.5423107777030984,16.205117101512034
ABE,36510,3.450866734430373,16.173651054505616
CMH,340636,2.1313171437903304,16.15184537159901
DAY,83500,3.0205078945788557,16.149700598802394
IND,372477,2.640156744958405,16.14542642901441
SHR,3119,6.730025773195877,16.126963770439243
RIW,2439,10.869493618773157,16.113161131611317
DHN,11062,3.678219165686363,16.09112276261074
GSO,91840,2.4001854680340386,16.08558362369338
PIB,6360,7.629255989911727,16.08490566037736
LBB,53964,4.986702572197975,16.084797272255578
ATL,3437993,2.9671468141137347,16.074000150669303
SNA,397012,2.5672953273625305,16.062990539328787
DTW,1292739,2.027039473429184,15.988455519636988
MSO,35775,5.09353889278206,15.974842767295597
MKE,275271,2.0884275222743707,15.955912537099803
ESC,6308,8.402510726203719,15.948002536461637
RDM,47535,5.505144857251297,15.925107815293993
ELP,142920,4.259695524063421,15.9151973131822
ATY,1678,6.911976047904192,15.911799761620976
SPS,8986,4.594742118747911,15.902515023369688
TXK,8885,5.074099099099099,15.880697805289815
EUG,56974,4.955462524845649,15.856355530592904
ONT,210935,3.203845094631682,15.847061891103895
ICT,87949,3.9717995189732016,15.819395331385236
SMF,457429,2.832183852662057,15.81535057899696
ROW,9454,6.87633781922221,15.802834778929553
PNS,97921,4.357829276288829,15.765770365907212
GNV,32251,4.924887299860097,15.74214753030914
OKC,192000,3.383302876833916,15.703645833333333
ITH,6788,4.603511878412276,15.67472009428403
DLH,22019,5.628920810982817,15.668286479858304
MSN,102568,3.5239472116126636,15.657904999610015
AVP,20510,3.9228324123429017,15.646026328620186
HYS,7537,7.879984051036683,15.629560833222767
MCI,447006,2.297891663527259,15.609186453873104
HSV,67083,3.286164696741031,15.59709613463918
CNY,3816,6.595476065228827,15.59224318658281
OMA,208514,2.242881933595158,15.572575462558868
FOD,2216,5.437556561085973,15.568592057761732
BFF,4323,6.42820750347383,15.567892667129307
MAF,76134,4.298456757610871,15.563348832321958
CIU,6849,9.165764447695684,15.549715286903199
MSP,1281262,0.573076017334171,15.534527676618834
SJC,469801,1.677251339429434,15.524445456693368
JST,2819,-1.1352982954545454,15.50195104647038
MHK,12092,3.290830708008622,15.473040026463778
MLU,24312,5.246650451416086,15.45738729845344
SAT,338563,2.9156129757887883,15.454139997577998
CSG,11648,4.230689833132634,15.444711538461538
PIT,359884,1.0104385644955158,15.444698847406388
PUW,2295,5.632635253054101,15.42483660130719
HRL,33841,3.06185200545056,15.386661150675215
CRP,39902,2.9760930162477086,15.342589343892538
DBQ,4349,0.5545580110497238,15.313865256380776
PUB,3920,5.979049565661727,15.306122448979592
LRD,18710,5.5818142826506545,15.280598610368786
MOT,21346,4.17848755284171,15.211280802023799
LNK,17742,5.026897214217099,15.195581106977793
GSP,111458,2.876642473625988,15.18060614760717
LYH,2914,0.4498281786941581,15.133836650652025
KTN,23059,-0.18955613577023497,15.100394639836939
ILM,51714,3.7329352693716924,15.098425958154465
HVN,2511,2.537848605577689,15.09358821186778
ECP,62339,3.299079853291294,15.082051364314475
MFR,46024,4.63701671891327,15.081261950286805
APN,5896,7.614674191893279,15.061058344640434
ELM,10500,3.1470784481936898,15.057142857142857
PAH,5986,4.606700167504187,15.001670564650851
AZO,18049,1.592292764069864,14.953737049143998
VEL,3379,5.5366142899496,14.945250073986385
LAR,5956,5.579407806191117,14.942914707857621
JAN,65697,2.5198315840859165,14.918489428741038
PSG,7108,-0.5326071580138634,14.898705683736635
CDV,7088,-2.029982866933181,14.89841986455982
DDC,2897,12.395083102493075,14.877459440800827
ERI,6687,1.8281859070464768,14.849708389412292
CAE,55496,3.018740399385561,14.840709240305609
TUL,147076,2.5241888770009746,14.82974788544698
CGI,3220,3.684292866082603,14.813664596273293
BGM,6018,5.99833748960931,14.755732801595215
CLL,15436,3.7044025157232703,14.751230888831305
EAT,1378,5.325834542815675,14.731494920174166
OGG,245794,1.6046404563047463,14.704183177783023
JNU,43207,0.3562654134288772,14.611058393315899
GRB,42297,2.333522673482912,14.601508381209069
DVL,5974,8.616952607440123,14.59658520254436
TUS,163367,2.4023423600289573,14.591074084729474
FAY,22792,3.709397950657461,14.588452088452089
DEC,3778,9.94510739856802,14.584436209634728
MHT,64568,0.16588988317176237,14.578428943129722
BQK,8904,3.4365088291530763,14.566486972147349
SUN,14395,4.274658679297855,14.560611323376172
FCA,32800,3.265247446014559,14.548780487804876
MBS,19167,3.687522849532564,14.540616684927219
JMS,8313,6.137292851094714,14.507398051245039
CYS,2523,4.613095238095238,14.506539833531509
GPT,33584,3.4850772995881334,14.500952834683181
LBF,4347,5.790322580645161,14.492753623188406
TRI,24219,1.7587147996526487,14.463850695734754
TLH,45626,3.1039754008346145,14.450094244509708
PHF,10769,3.2480215994786334,14.402451481103167
CWA,15887,1.5738346054374566,14.401712091647259
BFL,24478,3.388363040360582,14.388430427322493
PDX,561010,1.358067362584757,14.343951088215897
BOI,189680,2.135636555731643,14.328869675242514
IDA,28460,4.582890336208414,14.318341531974701
SLC,1089638,1.1308067795736487,14.24785112119805
LCH,13570,3.7031457687195393,14.222549742078114
LSE,14214,1.6060712776447388,14.098775854791052
IMT,6849,3.60331184056272,14.060446780551905
EAU,5284,4.268472906403941,14.042392127176381
LBL,4068,3.4885270170244262,14.03638151425762
ABY,8894,5.124028387968909,14.020688104340003
WRG,7125,-0.450786007647642,14.007017543859648
CPR,13879,0.6773681552557536,13.970747171986456
PIR,1792,3.9910614525139665,13.950892857142858
GEG,139475,1.3022699690491408,13.854095716078149
ADQ,6605,0.03981831945495837,13.762301286903861
PLN,8835,5.591899251191286,13.74080362195812
OAJ,18989,2.545233950519597,13.723734793828005
BIL,38317,1.6017365833246155,13.597097893885222
HOB,4708,5.778014486578611,13.593882752761258
ISN,7521,0.9421144311938898,13.575322430527855
GFK,14192,1.5267277856135402,13.514656144306652
PSC,40998,1.93168370091447,13.449436557880873
RHI,8110,-2.041501976284585,13.427866831072748
FLG,17176,3.445869527196409,13.373311597578017
VLD,9339,4.977806368607269,13.341899560980833
GJT,35086,2.569346403360864,13.313002337114519
EWN,10122,2.1049920760697307,13.228610946453271
ANC,175229,-0.5878494402088056,13.221555792705544
BRO,18307,3.2051282051282053,13.213524881192987
DIK,2710,-0.498519615099926,13.210332103321033
OME,5977,-1.7166414268887766,13.183871507445208
DRT,2746,3.009864815491414,13.03714493809177
SIT,12761,-0.0033989407951940556,13.024057675730742
GCC,7904,3.7686254600837668,13.006072874493926
FAI,35007,-1.4868289334439264,12.940269089039337
YAK,7003,-4.736918184446372,12.937312580322718
BLI,17860,1.0878158338012354,12.911534154535273
BRD,6346,-0.5425598991172762,12.890009454774662
GTR,9570,0.05787545787545788,12.863113897596657
ABR,7211,4.623230641132389,12.855359866870058
DAB,26347,1.3310882800608828,12.771852582836758
HNL,493718,1.1070799941598262,12.734597482773566
SWO,4826,2.030082987551867,12.722751761292997
MLB,21778,0.29609684249286566,12.6641564881991
EAR,3150,4.4180197389366445,12.571428571428573
OTZ,5944,-1.812330623306233,12.567294751009422
LIH,127333,0.43180656575584825,12.197152348566357
KOA,139097,-0.06346703530106343,12.039799564332803
INL,6143,0.904037927088442,11.997395409409084
SGU,27528,1.202757266014332,11.936936936936938
GTF,21269,1.054581447963801,11.876439889040387
BJI,7186,2.283864680495615,11.828555524631227
ALW,2184,2.1631530705774518,11.813186813186812
WYS,2750,5.8588106530463335,11.600000000000001
TWF,9274,-1.3429899470327533,11.483717921069656
YUM,16867,2.564633929101597,11.442461611430604
HIB,6974,-0.937984496124031,11.29911098365357
YKM,1333,2.345086271567892,11.252813203300825
RKS,5912,2.0883350288233298,11.18064952638701
VCT,2520,-2.1291219705999205,10.277777777777777
ITO,59205,0.8953079575417484,10.127523013259015
CDC,6149,-2.2342122395833335,10.050414701577493
HLN,15069,-1.3600612190577588,9.741854137633553
GUM,5988,-2.543191311612364,9.702738810955244
SCC,6718,-5.67249434815373,9.67549866031557
LWS,8416,-0.4475032773209391,8.840304182509506
PIH,8282,-4.259729272419627,8.814296063752716
BTM,6660,-4.463110443275733,8.408408408408409
SPN,2353,-4.627284317892053,7.777305567360816
EKO,5462,0.5947233418834738,7.543024533138045
