route,flights,avg_arr_delay,pct_delayed
FLL-SAN,2687,12.916479400749063,31.96873836992929
SJC-BOS,1844,18.328439369222405,31.941431670281993
TVC-DFW,940,20.71504802561366,31.914893617021278
CRW-PHL,837,19.764071856287426,31.899641577060933
ECP-DEN,573,19.788632326820604,31.762652705061083
ONT-MCO,1307,17.749043611323643,31.752104055087987
PSP-JFK,1542,12.66363044892648,31.712062256809336
MDW-EWR,9038,15.369623059866962,31.699491037840232
SWF-MCO,2136,19.507082152974505,31.69475655430712
PNS-FLL,821,19.091687041564793,31.668696711327648
DFW-GEG,3707,19.63990267639903,31.642837874291878
DFW-BUF,2560,17.064263322884013,31.640625
HGR-SFB,803,21.56875,31.63138231631382
LAS-BDL,1515,14.622104566512244,31.551155115511552
DFW-ANC,1973,18.031552162849874,31.525595539787126
LAX-BUF,1898,15.032241014799155,31.506849315068493
CMH-SFO,1096,17.1691042047532,31.47810218978102
EGE-MIA,1131,33.02614968440036,31.47656940760389
ALB-PGD,766,17.61649214659686,31.462140992167104
EYW-LGA,1409,19.07215743440233,31.44073811213627
EYW-EWR,3862,19.5433465085639,31.40859658208182
SEA-HOU,583,12.641996557659208,31.3893653516295
MFE-SFB,571,17.711775043936733,31.34851138353765
FLL-SWF,1999,15.748874437218609,31.315657828914457
FNT-SFB,1561,16.021822849807446,31.262011531069827
SJU-RDU,2054,17.549707602339183,31.256085686465436
JAX-AUS,1010,18.42021803766105,31.18811881188119
FNT-SRQ,635,16.968503937007874,31.181102362204726
PBI-AVL,543,19.016635859519408,31.123388581952117
CHS-LAX,540,13.594444444444445,31.11111111111111
JFK-SMF,2905,11.331826086956521,31.08433734939759
OMA-EWR,3198,15.799121155053358,31.081926203877426
SRQ-FNT,635,15.405362776025237,31.023622047244093
IAG-PGD,1190,17.513947590870668,31.008403361344538
BOS-SJU,12687,13.14459448787807,31.000236462520693
SFB-PIT,863,16.003480278422273,30.938586326767094
MCO-PNS,1135,15.142100617828774,30.92511013215859
BIL-LAS,802,18.561097256857856,30.92269326683292
EYW-DFW,2827,22.637468716481944,30.91616554651574
DEN-ECP,579,11.07638888888889,30.915371329879104
MDW-SFO,5317,11.767954759660697,30.900883957118673
BOI-AZA,626,20.23961661341853,30.830670926517573
DSM-PGD,957,19.5167714884696,30.825496342737722
SNA-BNA,889,10.861016949152543,30.821147356580425
LCK-SRQ,591,17.920068027210885,30.79526226734349
ORD-RNO,3394,13.189436411920921,30.760164997053625
BOS-SYR,1864,16.881437768240342,30.740343347639488
SRQ-CLE,872,19.668197474167624,30.73394495412844
AVL-MSP,596,14.188552188552189,30.70469798657718
TPA-HPN,3283,18.573669640110737,30.703624733475483
FLL-CHS,3446,17.19656377402446,30.702263493905978
MCO-SYR,5039,18.662952646239553,30.68069061321691
SWF-PGD,636,18.462145110410095,30.660377358490564
DCA-CAK,2404,20.51625,30.65723793677205
MEM-LAS,2946,16.089765385923155,30.65173116089613
LEX-PGD,1156,17.704604691572545,30.622837370242213
GSP-SFB,774,16.145994832041342,30.620155038759687
BNA-PGD,889,24.87231638418079,30.59617547806524
PGD-TYS,1131,19.601243339253998,30.592396109637487
ASE-IAH,4460,19.682249322493224,30.56053811659193
FLL-ABE,504,20.357285429141715,30.555555555555557
HOU-BOS,4317,15.699047176388566,30.55362520268705
AUS-MEM,609,15.929392446633827,30.541871921182267
JFK-ABQ,2596,7.1061776061776065,30.508474576271187
CLE-SRQ,872,15.777267508610793,30.504587155963304
EWR-OAK,899,12.657366071428571,30.478309232480534
BUR-JFK,3683,19.13850174216028,30.464295411349447
ATW-PGD,729,14.284340659340659,30.45267489711934
BNA-PIE,808,20.852357320099255,30.445544554455445
ORD-ASE,7793,20.239384866630374,30.42474015141794
DCA-EWR,12325,15.949484284902136,30.40162271805274
MEM-PIE,622,21.34887459807074,30.385852090032156
DSM-SFB,1073,20.08895131086142,30.382106244175212
ORH-FLL,2880,16.097833682739342,30.381944444444443
RFD-SFB,890,17.911036036036037,30.337078651685395
TOL-PGD,867,14.550925925925926,30.33448673587082
SRQ-GRR,737,15.002724795640328,30.257801899592945
PSC-LAS,856,16.964912280701753,30.257009345794394
AUS-RNO,942,14.558886509635974,30.254777070063692
IAH-JFK,2116,19.500237304224015,30.198487712665408
LAS-PSP,2242,11.016532618409293,30.196253345227476
MDT-PGD,832,16.771084337349397,30.16826923076923
IAH-ASE,4603,19.2014635261834,30.154247230067348
ASE-ORD,7496,21.545149153453373,30.13607257203842
EUG-AZA,801,18.08625,30.087390761548065
AVL-FLL,4212,17.85169289461135,30.009496676163344
PSM-PGD,1044,18.46641074856046,29.980842911877392
MEI-ORD,1034,30.947674418604652,29.980657640232106
PIE-BNA,811,17.91304347826087,29.96300863131936
MDT-SFB,1820,20.55641166758393,29.945054945054945
SFB-BNA,725,17.410788381742737,29.931034482758623
IAH-EYW,532,11.316981132075473,29.887218045112785
IAG-SFB,666,18.59248120300752,29.87987987987988
STT-MCO,2076,15.262389149713094,29.865125240847785
RAP-AZA,1120,16.502234137622878,29.82142857142857
PGD-FNT,1496,16.934986595174262,29.812834224598934
SUN-SFO,1601,15.879224030037546,29.793878825733916
RNO-JFK,2053,22.997547817557628,29.761324890404282
PWM-MDW,736,13.927891156462586,29.7554347826087
SYR-SFB,723,18.318559556786703,29.737206085753805
JAX-CVG,972,26.496913580246915,29.732510288065843
JFK-RNO,2069,7.2272727272727275,29.72450459159014
XNA-LAS,865,18.019675925925927,29.71098265895954
ANC-DFW,1967,27.897645854657114,29.68988307066599
GTF-AZA,610,22.408196721311477,29.67213114754098
DEN-BUF,2397,11.166875784190715,29.662077596996244
SRQ-CVG,1506,18.810379241516966,29.61487383798141
HOU-SEA,588,12.345826235093696,29.591836734693878
USA-PGD,774,17.179220779220778,29.58656330749354
SWF-SFB,541,12.099815157116451,29.57486136783734
ADK-ANC,860,3.337601862630966,29.53488372093023
BQN-MCO,6886,14.471733759627961,29.50914899796689
DAL-SRQ,627,13.123595505617978,29.505582137161085
RAP-LAS,773,16.80595084087969,29.49547218628719
XNA-SFB,936,22.186965811965813,29.48717948717949
EGE-EWR,987,22.910401647785786,29.48328267477204
PBG-FLL,2007,14.605711422845692,29.446935724962632
BOS-LGB,1889,7.635068493150685,29.433562731604024
FLL-SYR,1356,14.848776871756858,29.424778761061948
BOI-SNA,595,15.559663865546218,29.411764705882355
SDF-PGD,881,17.62272727272727,29.398410896708288
BUF-LAX,1894,10.61530286928799,29.3558606124604
HNL-ONT,1365,9.654665686994857,29.304029304029307
SAN-FLL,2677,19.330441342889475,29.28651475532312
DEN-ORF,3224,12.646436352318705,29.280397022332505
CLT-SMF,3347,12.103386275097392,29.2500746937556
MDW-VPS,513,15.302734375,29.239766081871345
FWA-SFB,958,20.340647857889238,29.227557411273487
DFW-ECP,5437,18.86004056795132,29.225675924222916
PGD-ATW,729,17.219310344827587,29.218106995884774
DAL-RNO,558,10.657091561938959,29.211469534050178
DEN-ALB,1664,11.683704149128081,29.20673076923077
MCO-PSE,4606,14.589570150556405,29.201042118975252
EWR-SJU,17147,12.990890510948905,29.18877937831691
MDT-MCO,788,16.513341804320202,29.187817258883246
MDW-ROC,1864,12.113258185721953,29.184549356223176
MIA-OKC,1028,11.691780821917808,29.18287937743191
EWR-SJC,1553,7.6811125485122895,29.169349645846747
BNA-SFB,727,19.81655172413793,29.160935350756535
SRQ-LGA,4155,23.2328633932912,29.14560770156438
FLL-LEX,882,17.201136363636362,29.138321995464857
MVY-JFK,2386,20.305951383067896,29.128248113998325
EYW-PHL,1971,22.51150895140665,29.122272957889393
DEN-ATW,1566,13.54996776273372,29.118773946360154
RDU-SJU,2055,15.132489040428641,29.09975669099757
ISP-ATL,650,12.817901234567902,29.076923076923077
FLL-USA,2026,17.494543650793652,29.072063178677197
MSP-AVL,599,13.585284280936454,29.04841402337229
PGD-AVL,1336,15.95105421686747,29.041916167664674
LAS-LIH,1095,7.268151016456922,29.041095890410958
MIA-SFO,12898,12.657125029248888,29.027756241277718
FLL-BQN,3940,12.846975088967971,29.010152284263956
EWR-TYS,3013,16.196143617021278,29.00763358778626
DEN-AVL,956,17.832285115303982,28.97489539748954
RIC-BNA,894,11.681970884658455,28.97091722595078
JFK-ONT,1672,4.266546329723225,28.947368421052634
CHA-PIE,705,18.423897581792318,28.936170212765955
BTV-DEN,619,19.011513157894736,28.91760904684976
EYW-IAD,699,21.175695461200586,28.898426323319025
BWI-AVL,578,16.547660311958406,28.892733564013838
MYR-ABE,817,21.984029484029485,28.886168910648713
MIA-SEA,4625,11.23963334788302,28.864864864864863
BZN-BNA,589,14.977777777777778,28.862478777589136
TYS-FLL,2013,15.009004502251125,28.86239443616493
LCK-MYR,738,18.4579945799458,28.86178861788618
RDU-CLE,2003,20.069965017491253,28.856714927608586
USA-SFB,1504,16.39347536617843,28.856382978723406
MCO-HPN,10635,17.19810066476733,28.838740009402912
LRD-LAS,736,18.047619047619047,28.804347826086957
DFW-MDT,1878,21.518439337252804,28.753993610223645
CLT-HTS,616,14.418831168831169,28.733766233766232
ECP-ORD,557,14.274368231046932,28.725314183123878
SJU-BOS,13284,13.31238670694864,28.703703703703702
PSP-LAS,2227,11.619154676258994,28.69330938482263
BMI-SFB,803,16.698630136986303,28.6425902864259
SJU-EWR,17140,14.651753820928734,28.628938156359396
SGF-AZA,1035,14.944874274661508,28.599033816425123
SJC-EWR,1558,12.217643271088216,28.562259306803593
SFB-CVG,2479,16.452746365105007,28.55990318676886
RFD-PGD,1143,20.713784021071113,28.521434820647418
LGA-CHA,600,11.435,28.499999999999996
BOS-PBI,16836,11.182018457874367,28.48063673081492
BWI-SYR,2835,10.16590187080833,28.465608465608465
LAS-FLL,9847,14.558485187824493,28.465522494160655
BGR-EWR,3472,11.990473441108545,28.42741935483871
BWI-JAN,1193,9.761583824768323,28.415758591785416
PHL-SJU,13287,11.162971342383107,28.403702867464435
SMX-LAS,965,23.259067357512954,28.39378238341969
SGF-SFB,1058,18.853358561967834,28.35538752362949
SAV-MSP,547,12.877513711151737,28.336380255941503
EWR-CHA,1352,11.13372956909361,28.3284023668639
SWF-FLL,1992,11.71852970795569,28.313253012048197
HPN-FLL,7020,13.128884433624517,28.276353276353277
PBI-BOS,16817,14.212988868385024,28.26901349824582
CHS-AUS,538,9.808193668528864,28.25278810408922
GRR-PGD,1611,17.149906308557153,28.243327126008687
ROA-SFB,836,15.035971223021583,28.22966507177033
PGD-BNA,890,17.937078651685393,28.20224719101124
FLL-MEM,926,16.690064794816415,28.185745140388768
GSO-PIE,685,14.874269005847953,28.175182481751825
ORD-EWR,46265,13.593431827043888,28.174646060737057
ORF-SFB,643,14.728125,28.149300155520997
MYR-LCK,739,16.554952510176392,28.146143437077132
FLL-RIC,6687,15.189791947313276,28.114251532824884
HOU-SJU,1060,10.23062381852552,28.11320754716981
AZA-CVG,733,10.941176470588236,28.10368349249659
ORD-MOB,1147,13.090909090909092,28.07323452484743
TOL-SFB,752,19.76462765957447,28.058510638297875
ORD-GEG,1740,9.963751438434983,28.045977011494255
MCO-EWR,61876,15.031590378630705,28.041567004977697
DEN-PVD,528,13.846299810246679,28.030303030303028
SFB-TYS,3230,12.10446373217607,28.01857585139319
ANC-ATL,1071,16.94485981308411,28.011204481792717
PIT-SAV,686,19.14890510948905,27.988338192419825
FLL-EWR,47836,14.425350281063848,27.97683752822142
VPS-CVG,2303,16.630983463881638,27.96352583586626
SFB-FNT,1562,12.985852090032154,27.91293213828425
CLT-SFO,15754,10.024517608100362,27.91037196902374
DSM-MCO,581,12.081174438687393,27.882960413080895
JAC-SFO,2375,13.56578947368421,27.873684210526317
MIA-SAT,3585,11.455079764903443,27.866108786610877
SMF-JFK,2888,14.860763888888888,27.839335180055404
PBG-SFB,1114,13.542754275427543,27.827648114901255
DAL-BUR,2725,9.802801326944342,27.816513761467892
PIE-TYS,2308,15.839409722222221,27.81629116117851
HNL-JFK,3981,6.251769464105156,27.80708364732479
LGA-MHT,1049,13.616412213740459,27.740705433746427
HYA-JFK,905,19.449115044247787,27.734806629834253
FLL-BOS,28003,13.516131339866943,27.707745598685857
DFW-BUR,3737,11.308997844827585,27.696012844527694
JFK-OAK,1546,8.00997340425532,27.684346701164298
DCA-JAN,2028,12.829850746268656,27.662721893491128
DFW-SFO,39618,12.378622135765355,27.64652430713312
DEN-BDL,6378,10.150934506046804,27.641894010661648
IAD-EWR,11324,13.908898117875761,27.64040974920523
PVD-DEN,521,13.275529865125241,27.63915547024952
PBI-JFK,17645,13.79359491227074,27.633890620572398
MSO-LAS,742,19.129380053908356,27.628032345013477
BTV-EWR,7031,13.993878132118452,27.62053761911535
SRQ-AVL,594,14.062605752961083,27.609427609427613
ORD-CHO,5643,14.502313990744037,27.609427609427613
OTH-SFO,2862,20.95317959468903,27.603074772886092
FWA-PIE,1185,12.447078746824724,27.59493670886076
LCK-SAV,798,17.99121706398996,27.56892230576441
LAS-XNA,867,10.399538106235566,27.566320645905424
DAL-MIA,2032,11.625863770977295,27.559055118110237
RSW-SEA,628,6.788216560509555,27.547770700636942
LGB-SFO,6337,12.614278944874428,27.505128609752248
DFW-FSD,6018,17.47307884647441,27.500830840810902
EWR-MSN,3579,10.942809083263246,27.49371332774518
DAL-MSP,815,10.128834355828221,27.484662576687118
PGD-GRR,1612,16.429192546583852,27.48138957816377
SAN-EUG,506,10.494071146245059,27.4703557312253
JFK-PBI,17697,10.137153859221927,27.46228174266825
ASE-LAX,8206,14.320503421309873,27.443334145747016
CVG-AZA,733,11.553888130968621,27.421555252387446
OWB-SFB,518,12.901162790697674,27.413127413127413
GJT-LAS,712,16.381153305203938,27.3876404494382
SLC-OGG,826,16.965978128797083,27.36077481840194
SRQ-DFW,2252,17.9384203480589,27.353463587921844
IAG-PIE,830,12.301088270858525,27.349397590361445
ORD-UIN,1225,16.916324856439704,27.346938775510203
OMA-AZA,578,11.020761245674741,27.33564013840831
LEX-SFB,1548,17.975404530744335,27.325581395348834
MIA-JFK,43224,14.6449315704013,27.32278363871923
SJC-JFK,3404,12.94983771023901,27.320799059929495
ONT-JFK,1666,17.765165165165165,27.310924369747898
CHS-CVG,682,13.593841642228739,27.27272727272727
SFB-DSM,1075,14.068160597572362,27.25581395348837
PVD-EWR,4363,11.528899082568808,27.251890900756358
COS-MCO,907,14.01766004415011,27.23263506063947
MIA-BDL,5006,13.00560336201721,27.227327207351177
BLV-PIE,1102,17.12897366030881,27.223230490018146
CLT-MGM,1249,12.91004016064257,27.22177742193755
BNA-DSM,691,16.539797395079596,27.206946454413895
MCO-JFK,45478,16.267196932974926,27.202163683539293
FLL-JFK,38938,15.388856003088405,27.19965072679645
ORD-FAT,1081,8.525280898876405,27.19703977798335
BIS-AZA,1401,11.65,27.194860813704498
FLL-PNS,824,13.001216545012165,27.184466019417474
SBN-PGD,1148,12.794220665499124,27.177700348432055
BOS-FLL,28023,10.262030936694357,27.166969988937655
MDW-SJU,1108,9.763372620126926,27.166064981949457
SRQ-IND,1668,13.742788461538462,27.15827338129496
BNA-SFO,4651,11.65374677002584,27.155450440765428
PIE-CVG,2597,14.682203389830509,27.146707739699654
EGE-JFK,991,19.31340206185567,27.14429868819374
MIA-EWR,34511,13.527496508379889,27.124684883080757
EWR-RIC,6562,11.583295159566346,27.110637000914355
MCO-RSW,1280,11.407232704402515,27.109375000000004
SFB-RIC,502,11.694,27.091633466135455
AUS-ONT,1344,9.623511904761905,27.083333333333332
DEN-SDF,7479,11.066085790884719,27.06244150287472
DFW-EWR,28732,11.558689876957494,27.049979117360433
HNL-BOS,1150,6.373913043478261,27.043478260869563
EWR-PBI,29504,10.491238793806032,27.04040130151844
LAS-TYS,725,12.78640776699029,27.034482758620687
DEN-SFO,55214,10.503968829285974,26.991342775383053
SFB-TRI,771,15.16840731070496,26.977950713359274
AUS-JAX,1009,10.594217347956132,26.957383548067394
STL-EWR,11722,12.965771639358325,26.949326053574474
SGF-LAX,657,12.736681887366819,26.94063926940639
DAL-RSW,1073,11.429636533084809,26.933830382106244
SFB-GSP,776,11.82687338501292,26.932989690721648
ORD-JFK,21150,14.993179234558545,26.926713947990542
MVY-BOS,884,13.119047619047619,26.923076923076923
SRQ-DAL,602,11.59567387687188,26.910299003322258
CVG-SRQ,1509,14.518296739853627,26.90523525513585
LCK-PIE,1037,15.026061776061775,26.90453230472517
MCO-OKC,1134,10.95221238938053,26.89594356261023
FNT-PIE,1506,13.040720961281709,26.89243027888446
DEN-CHS,4005,11.166541447533183,26.89138576779026
SWF-MYR,569,12.42226148409894,26.889279437609844
LAS-SFO,66045,11.363537200599936,26.88772806419865
AUS-PIT,733,10.376712328767123,26.875852660300136
TTN-CLT,1381,10.654347826086957,26.864590876176685
LAS-GRR,1329,15.012830188679246,26.86230248306998
DFW-TVC,942,11.459086078639745,26.857749469214436
SFO-ASE,2711,19.32983682983683,26.85355957211361
DAL-LGA,17502,9.78740157480315,26.842646554679465
DEN-JAX,6105,10.040092014459415,26.830466830466833
HPN-PBI,13270,10.9931190926276,26.827430293896004
ORF-EWR,8399,14.319971367215462,26.824621978807002
SFB-MEM,772,11.452072538860104,26.813471502590673
DCA-HPN,7316,13.99890049477735,26.804264625478403
DCA-LIT,1996,12.551430005017561,26.803607214428858
MDW-LGA,20055,9.869924397937215,26.796310147095486
PGD-IND,1658,15.086404833836857,26.77925211097708
ORD-COS,9783,10.452199835526315,26.7607073494838
GRI-AZA,781,16.834615384615386,26.76056338028169
PIE-AVL,2747,12.997438712038054,26.75646159446669
CLT-EWR,36799,12.398295392658751,26.750726921927225
SFB-CHA,729,10.211538461538462,26.74897119341564
SRQ-JFK,3317,13.713551119177254,26.741031052155563
DEN-EWR,29559,11.087122113782433,26.72620859974965
SFB-AVL,2940,13.344038264434575,26.700680272108844
ATL-TTN,2626,13.089900535577659,26.694592536176692
MIA-SAN,4043,11.387313432835821,26.688102893890676
AUS-SNA,3295,10.206079027355623,26.67678300455235
CLT-SNA,570,14.296296296296296,26.666666666666668
BWI-SRQ,5110,8.69756480754124,26.65362035225049
LGA-BHM,5355,8.825851103628882,26.647992530345473
SFB-GRR,2473,14.163967611336032,26.647796198948647
DFW-BFL,3280,14.694656488549619,26.646341463414636
DAL-ONT,2522,9.256949960285942,26.645519429024585
DAL-SFO,8926,10.981750591416018,26.641272686533725
TTN-ORD,1059,14.453941120607787,26.628895184135974
SFO-OTH,2891,11.19504424778761,26.599792459356625
HHH-EWR,688,18.143712574850298,26.598837209302324
LCK-VPS,519,15.932432432432432,26.589595375722542
PBI-EWR,29429,13.703454861703216,26.589418600699986
LAS-FNT,854,12.225616921269095,26.580796252927403
OKC-VPS,587,13.222222222222221,26.575809199318567
CLT-SEA,9969,8.485043811058516,26.572374360517603
CVG-SAV,1167,16.43938091143594,26.563838903170524
MDW-SAV,1807,9.88740987243483,26.563364692861096
FLL-SAT,1416,8.002836879432625,26.55367231638418
MYR-EWR,6454,11.429237947122862,26.541679578555932
LGA-CAE,4062,10.69820152746982,26.514032496307237
IAH-HNL,3456,12.582002902757619,26.504629629629626
HOU-SMF,1132,9.335101679929267,26.501766784452297
TTN-PBI,2035,9.930966469428007,26.486486486486488
EWR-FLL,47830,10.352089054736798,26.47501568053523
MSO-AZA,854,12.235638921453694,26.46370023419204
BOS-HNL,1153,11.81691368788143,26.452732003469208
DAL-SMF,3730,8.481352294070298,26.4343163538874
LAS-KOA,1056,5.660377358490566,26.420454545454547
HOU-RDU,2719,8.842473316157527,26.406767193821256
DCA-AUS,3367,7.46680559690384,26.403326403326403
DEN-GSP,1902,9.862631578947369,26.393270241850686
DFW-EYW,2831,15.318327974276528,26.386435888378664
DCA-CRW,2339,13.8303264604811,26.378794356562636
TTN-MCO,5319,12.633571966842501,26.377138559879675
SFB-BLV,963,8.797086368366285,26.375908618899274
ATW-SFB,975,17.85169927909372,26.358974358974358
FLL-RDU,11632,13.221734263325583,26.358321870701513
MDW-SEA,7642,6.086819258089976,26.35435749803716
TYS-LAS,725,10.463245492371707,26.344827586206897
BGR-SFB,1382,12.923747276688454,26.33863965267728
DFW-MIA,38525,12.32447556087658,26.336145360155744
FLL-AUS,9949,9.063683998387747,26.334304955271886
FLL-SDF,1755,12.950941243582431,26.324786324786327
PHL-CAK,1995,15.278754394776493,26.31578947368421
MDW-MYR,1729,8.825810185185185,26.31578947368421
CLT-PGV,1064,13.449385052034058,26.31578947368421
RSW-JFK,11283,13.209118378954852,26.30506071080386
FSD-PIE,521,15.448940269749519,26.29558541266795
DAY-PGD,658,15.09618320610687,26.29179331306991
DFW-SMF,15154,11.384320718578694,26.29008842549822
SFB-LIT,567,10.737122557726465,26.278659611992943
DFW-OGG,5069,9.864661654135338,26.277372262773724
MCO-SWF,2143,15.146728971962617,26.271581894540365
EYW-ORD,2944,10.17764060356653,26.25679347826087
FLL-HPN,7050,13.215269804822043,26.255319148936167
BUR-SFO,26518,11.707279317375217,26.250094275586395
LAS-ALB,880,9.071835803876853,26.25
PIE-PIT,1044,13.827586206896552,26.245210727969347
ISP-BNA,663,11.398484848484848,26.244343891402718
FLL-IND,6756,11.686713079543772,26.243339253996446
MDW-MIA,3758,11.267485317672184,26.237360298030865
ICT-AZA,728,12.065934065934066,26.236263736263737
LGA-FLL,45485,8.863111248291371,26.22622842695394
AUS-BUR,1438,9.07267645003494,26.21696801112656
MCO-MYR,1389,12.86599423631124,26.205903527717783
ALB-SFB,588,14.837328767123287,26.190476190476193
AUS-SMF,2555,8.476489028213166,26.183953033268104
SRQ-EWR,5717,13.32993496220777,26.167570404058072
AVL-PGD,1334,14.027777777777779,26.16191904047976
SLC-EWR,7148,11.270997745208568,26.14717403469502
MDW-BUR,1366,6.449669360764144,26.13469985358712
SFO-MMH,532,14.814744801512287,26.127819548872182
ORD-FAI,999,9.623493975903614,26.126126126126124
MIA-STL,7590,10.944708366323567,26.113306982872196
HOU-PNS,3777,8.77387603085927,26.10537463595446
RSW-EWR,19357,12.519404378956107,26.099085602107763
MYR-MCO,1380,13.892363636363637,26.08695652173913
MCO-TTN,5362,13.486014642387836,26.072361059306232
LEX-PIE,1105,12.130790190735695,26.063348416289596
EWR-SFO,46796,9.238789982218224,26.062056586032995
EYW-BOS,829,17.483994878361077,26.05548854041013
ORD-SFO,57313,9.251454224675529,26.03946748556174
